Column1,
,
Mean,1074.705882
Standard Error,163.8562131
Median,1065
Mode,#N/A
Standard Deviation,675.5964739
Sample Variance,456430.5956
Kurtosis,-1.360855745
Skewness,0.387341894
Range,1913
Minimum,302
Maximum,2215
Sum,18270
Count,17
